task_id,mechanism_class,data_seed,strategy,proposal_id,source_labels,formula,parameter_values,complexity,robust_validation_risk,selected_representative
XFER-CREEP-01,creep,2324701358,conditional_space_filling,portfolio_bae4c7290c8ec661,pysr,M_base(x) + (x2 * tanh(tanh((pysr_coefficient_1 * (((x1 + pysr_coefficient_2) ^ 1.41139) ^ -1)))) * x1),"{""pysr_coefficient_1"": 0.4599128795376053, ""pysr_coefficient_2"": 0.7675663481531052}",14,0.0020598127065944104,False
XFER-CREEP-01,creep,2324701358,evidence_guided_predictive_disagreement,portfolio_4e1478dd7a506e78,pysr,M_base(x) + (x2 * pysr_coefficient_1 * sin(tanh(tanh(tanh((x1 ^ 0.889085)))))),"{""pysr_coefficient_1"": 0.3720565060272215}",10,0.0019920783251450628,True
XFER-CREEP-01,creep,2324701358,evidence_guided_predictive_disagreement,portfolio_bae4c7290c8ec661,pysr,M_base(x) + (x2 * tanh(tanh((pysr_coefficient_1 * (((x1 + pysr_coefficient_2) ^ 1.41139) ^ -1)))) * x1),"{""pysr_coefficient_1"": 0.4599128795376053, ""pysr_coefficient_2"": 0.7675663481531052}",14,0.0020598127065944104,False
XFER-PERM-01,permeability,2324701358,no_acquisition,portfolio_e5a1a7adc89df9d7,fit_feedback_llm,M_base(x) + (a6 * (exp(-((b3 * x1))) - 1)),"{""a6"": 0.325691634877867, ""b3"": 1.0560135527028969}",9,0.00820115843437163,True
XFER-PERM-01,permeability,2324701358,no_acquisition,portfolio_2604fb8e12d2c203,pysr,M_base(x) + (tanh(tanh(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 1.947875561402384, ""pysr_coefficient_2"": -0.551208456182378}",11,0.009058597484245921,False
XFER-PERM-01,permeability,2324701358,no_acquisition,portfolio_4ba05cec01b37432,pysr,M_base(x) + ((((x1 ^ 0.398842) * tanh(x1)) ^ 0.595438) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.2487933867048807}",10,0.008509081668281238,False
XFER-PERM-01,permeability,2324701358,conditional_space_filling,portfolio_e5a1a7adc89df9d7,fit_feedback_llm,M_base(x) + (a6 * (exp(-((b3 * x1))) - 1)),"{""a6"": 0.325691634877867, ""b3"": 1.0560135527028969}",9,0.00820115843437163,True
XFER-PERM-01,permeability,2324701358,conditional_space_filling,portfolio_2604fb8e12d2c203,pysr,M_base(x) + (tanh(tanh(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 1.947875561402384, ""pysr_coefficient_2"": -0.551208456182378}",11,0.009058597484245921,False
XFER-PERM-01,permeability,2324701358,conditional_space_filling,portfolio_4ba05cec01b37432,pysr,M_base(x) + ((((x1 ^ 0.398842) * tanh(x1)) ^ 0.595438) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.2487933867048807}",10,0.008509081668281238,False
XFER-PERM-01,permeability,2324701358,evidence_guided_predictive_disagreement,portfolio_e5a1a7adc89df9d7,fit_feedback_llm,M_base(x) + (a6 * (exp(-((b3 * x1))) - 1)),"{""a6"": 0.325691634877867, ""b3"": 1.0560135527028969}",9,0.00820115843437163,True
XFER-PERM-01,permeability,2324701358,evidence_guided_predictive_disagreement,portfolio_2604fb8e12d2c203,pysr,M_base(x) + (tanh(tanh(tanh(tanh((x1 * (pysr_coefficient_1 ^ -1)))))) * pysr_coefficient_2),"{""pysr_coefficient_1"": 1.947875561402384, ""pysr_coefficient_2"": -0.551208456182378}",11,0.009058597484245921,False
XFER-PERM-01,permeability,2324701358,evidence_guided_predictive_disagreement,portfolio_4ba05cec01b37432,pysr,M_base(x) + ((((x1 ^ 0.398842) * tanh(x1)) ^ 0.595438) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.2487933867048807}",10,0.008509081668281238,False
XFER-CYCLIC-01,cyclic_damage,2324701358,no_acquisition,portfolio_9fa65cd6dc47629a,pysr,M_base(x) + (x1 * tanh((x2 * x2 * (pysr_coefficient_1 ^ -1))) * ((pysr_coefficient_2 * (tanh((x1 + pysr_coefficient_3)) ^ -1)) ^ -1) * pysr_coefficient_4),"{""pysr_coefficient_1"": -3.20397701188106, ""pysr_coefficient_2"": -1.4681545418302335, ""pysr_coefficient_3"": 0.05995744745294579, ""pysr_coefficient_4"": 0.20622403266487785}",20,0.0024545325256572752,True
XFER-CYCLIC-01,cyclic_damage,2324701358,conditional_space_filling,portfolio_9fa65cd6dc47629a,pysr,M_base(x) + (x1 * tanh((x2 * x2 * (pysr_coefficient_1 ^ -1))) * ((pysr_coefficient_2 * (tanh((x1 + pysr_coefficient_3)) ^ -1)) ^ -1) * pysr_coefficient_4),"{""pysr_coefficient_1"": -3.20397701188106, ""pysr_coefficient_2"": -1.4681545418302335, ""pysr_coefficient_3"": 0.05995744745294579, ""pysr_coefficient_4"": 0.20622403266487785}",20,0.0024545325256572752,True
XFER-CYCLIC-01,cyclic_damage,2324701358,evidence_guided_predictive_disagreement,portfolio_9fa65cd6dc47629a,pysr,M_base(x) + (x1 * tanh((x2 * x2 * (pysr_coefficient_1 ^ -1))) * ((pysr_coefficient_2 * (tanh((x1 + pysr_coefficient_3)) ^ -1)) ^ -1) * pysr_coefficient_4),"{""pysr_coefficient_1"": -3.20397701188106, ""pysr_coefficient_2"": -1.4681545418302335, ""pysr_coefficient_3"": 0.05995744745294579, ""pysr_coefficient_4"": 0.20622403266487785}",20,0.0024545325256572752,True
XFER-THERMAL-01,thermal_damage,2324701358,no_acquisition,portfolio_bd8afc473c872934,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((-1 * tanh((pysr_coefficient_2 * x2))))),"{""pysr_coefficient_1"": -0.27546044953619375, ""pysr_coefficient_2"": 0.7346653034823944}",12,0.006191418535213191,True
XFER-THERMAL-01,thermal_damage,2324701358,no_acquisition,portfolio_0290bc9d55912383,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((pysr_coefficient_2 * (x2 ^ 2))) * exp((pysr_coefficient_3 * x2))),"{""pysr_coefficient_1"": -0.27617434474380453, ""pysr_coefficient_2"": 0.14809211021059604, ""pysr_coefficient_3"": -0.7762987516186891}",15,0.005694925229433674,False
XFER-THERMAL-01,thermal_damage,2324701358,conditional_space_filling,portfolio_bd8afc473c872934,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((-1 * tanh((pysr_coefficient_2 * x2))))),"{""pysr_coefficient_1"": -0.27546044953619375, ""pysr_coefficient_2"": 0.7346653034823944}",12,0.006191418535213191,True
XFER-THERMAL-01,thermal_damage,2324701358,conditional_space_filling,portfolio_0290bc9d55912383,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((pysr_coefficient_2 * (x2 ^ 2))) * exp((pysr_coefficient_3 * x2))),"{""pysr_coefficient_1"": -0.27617434474380453, ""pysr_coefficient_2"": 0.14809211021059604, ""pysr_coefficient_3"": -0.7762987516186891}",15,0.005694925229433674,False
XFER-THERMAL-01,thermal_damage,2324701358,evidence_guided_predictive_disagreement,portfolio_bd8afc473c872934,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((-1 * tanh((pysr_coefficient_2 * x2))))),"{""pysr_coefficient_1"": -0.27546044953619375, ""pysr_coefficient_2"": 0.7346653034823944}",12,0.006191418535213191,True
XFER-THERMAL-01,thermal_damage,2324701358,evidence_guided_predictive_disagreement,portfolio_0290bc9d55912383,pysr,M_base(x) + (pysr_coefficient_1 * (x1 ^ 2) * exp((pysr_coefficient_2 * (x2 ^ 2))) * exp((pysr_coefficient_3 * x2))),"{""pysr_coefficient_1"": -0.27617434474380453, ""pysr_coefficient_2"": 0.14809211021059604, ""pysr_coefficient_3"": -0.7762987516186891}",15,0.005694925229433674,False
XFER-CREEP-01,creep,1090645961,no_acquisition,portfolio_edacc189fb2b2ab3,pysr,M_base(x) + (tanh((x1 + tanh(tanh(tanh(tanh(x1)))))) * pysr_coefficient_1 * x2),"{""pysr_coefficient_1"": 0.2206386973851392}",11,0.0021605839492927566,True
XFER-CREEP-01,creep,1090645961,conditional_space_filling,portfolio_edacc189fb2b2ab3,pysr,M_base(x) + (tanh((x1 + tanh(tanh(tanh(tanh(x1)))))) * pysr_coefficient_1 * x2),"{""pysr_coefficient_1"": 0.2206386973851392}",11,0.0021605839492927566,True
XFER-CREEP-01,creep,1090645961,evidence_guided_predictive_disagreement,portfolio_edacc189fb2b2ab3,pysr,M_base(x) + (tanh((x1 + tanh(tanh(tanh(tanh(x1)))))) * pysr_coefficient_1 * x2),"{""pysr_coefficient_1"": 0.2206386973851392}",11,0.0021605839492927566,True
XFER-PERM-01,permeability,1090645961,no_acquisition,portfolio_d5e1fd2bfa25d18e,pysr,M_base(x) + (((x1 ^ 1.17085) * pysr_coefficient_1) + (-1 * x1) + (-1 * (x1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.5546409811418893, ""pysr_coefficient_2"": -0.23336323599612463}",14,0.007535155818100848,True
XFER-PERM-01,permeability,1090645961,no_acquisition,portfolio_51f6ea9698fa88ba,fit_feedback_llm,M_base(x) + ((-1 * p0 * x1) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.3817305080968187, ""p1"": 0.7512082021985619, ""p2"": 0.042770516110118895}",15,0.006778583820541854,False
XFER-PERM-01,permeability,1090645961,no_acquisition,portfolio_cd57c03a63671a6f,pysr,M_base(x) + tanh(((x1 ^ 1.09879) + (-1 * x1) + (-1 * ((x1 + (-1 * pysr_coefficient_1)) * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.02021210796653874, ""pysr_coefficient_2"": 0.21974719238553583}",17,0.00758410667589435,False
XFER-PERM-01,permeability,1090645961,conditional_space_filling,portfolio_d5e1fd2bfa25d18e,pysr,M_base(x) + (((x1 ^ 1.17085) * pysr_coefficient_1) + (-1 * x1) + (-1 * (x1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.5546409811418893, ""pysr_coefficient_2"": -0.23336323599612463}",14,0.007535155818100848,True
XFER-PERM-01,permeability,1090645961,conditional_space_filling,portfolio_51f6ea9698fa88ba,fit_feedback_llm,M_base(x) + ((-1 * p0 * x1) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.3817305080968187, ""p1"": 0.7512082021985619, ""p2"": 0.042770516110118895}",15,0.006778583820541854,False
XFER-PERM-01,permeability,1090645961,conditional_space_filling,portfolio_cd57c03a63671a6f,pysr,M_base(x) + tanh(((x1 ^ 1.09879) + (-1 * x1) + (-1 * ((x1 + (-1 * pysr_coefficient_1)) * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.02021210796653874, ""pysr_coefficient_2"": 0.21974719238553583}",17,0.00758410667589435,False
XFER-PERM-01,permeability,1090645961,evidence_guided_predictive_disagreement,portfolio_d5e1fd2bfa25d18e,pysr,M_base(x) + (((x1 ^ 1.17085) * pysr_coefficient_1) + (-1 * x1) + (-1 * (x1 * pysr_coefficient_2))),"{""pysr_coefficient_1"": 0.5546409811418893, ""pysr_coefficient_2"": -0.23336323599612463}",14,0.007535155818100848,True
XFER-PERM-01,permeability,1090645961,evidence_guided_predictive_disagreement,portfolio_51f6ea9698fa88ba,fit_feedback_llm,M_base(x) + ((-1 * p0 * x1) / (1 + (p1 * x1) + (p2 * (x1 ^ 2)))),"{""p0"": 0.3817305080968187, ""p1"": 0.7512082021985619, ""p2"": 0.042770516110118895}",15,0.006778583820541854,False
XFER-PERM-01,permeability,1090645961,evidence_guided_predictive_disagreement,portfolio_cd57c03a63671a6f,pysr,M_base(x) + tanh(((x1 ^ 1.09879) + (-1 * x1) + (-1 * ((x1 + (-1 * pysr_coefficient_1)) * pysr_coefficient_2)))),"{""pysr_coefficient_1"": 0.02021210796653874, ""pysr_coefficient_2"": 0.21974719238553583}",17,0.00758410667589435,False
XFER-CYCLIC-01,cyclic_damage,1090645961,no_acquisition,portfolio_f71c6ac9695309a2,pysr,M_base(x) + (tanh(((x1 + ((x1 + pysr_coefficient_1) * pysr_coefficient_2)) * pysr_coefficient_3)) * pysr_coefficient_4 * x2 * (x1 + x1) * x2),"{""pysr_coefficient_1"": -0.6510108939071999, ""pysr_coefficient_2"": -0.26863108611960657, ""pysr_coefficient_3"": -1.0476822883281605, ""pysr_coefficient_4"": -0.022583007497379407}",17,0.00133145422371629,True
XFER-CYCLIC-01,cyclic_damage,1090645961,no_acquisition,portfolio_b875c686321a84d9,pysr,M_base(x) + (tanh((((pysr_coefficient_1 * (x1 + sin(x2))) + x1) * pysr_coefficient_2)) * pysr_coefficient_3 * x2 * x2 * (x1 + x1)),"{""pysr_coefficient_1"": 0.37880264852199663, ""pysr_coefficient_2"": -0.5667571453887509, ""pysr_coefficient_3"": -0.02252039067751086}",18,0.0012916600948574923,False
XFER-CYCLIC-01,cyclic_damage,1090645961,conditional_space_filling,portfolio_f71c6ac9695309a2,pysr,M_base(x) + (tanh(((x1 + ((x1 + pysr_coefficient_1) * pysr_coefficient_2)) * pysr_coefficient_3)) * pysr_coefficient_4 * x2 * (x1 + x1) * x2),"{""pysr_coefficient_1"": -0.6510108939071999, ""pysr_coefficient_2"": -0.26863108611960657, ""pysr_coefficient_3"": -1.0476822883281605, ""pysr_coefficient_4"": -0.022583007497379407}",17,0.00133145422371629,True
XFER-CYCLIC-01,cyclic_damage,1090645961,conditional_space_filling,portfolio_b875c686321a84d9,pysr,M_base(x) + (tanh((((pysr_coefficient_1 * (x1 + sin(x2))) + x1) * pysr_coefficient_2)) * pysr_coefficient_3 * x2 * x2 * (x1 + x1)),"{""pysr_coefficient_1"": 0.37880264852199663, ""pysr_coefficient_2"": -0.5667571453887509, ""pysr_coefficient_3"": -0.02252039067751086}",18,0.0012916600948574923,False
XFER-CYCLIC-01,cyclic_damage,1090645961,evidence_guided_predictive_disagreement,portfolio_f71c6ac9695309a2,pysr,M_base(x) + (tanh(((x1 + ((x1 + pysr_coefficient_1) * pysr_coefficient_2)) * pysr_coefficient_3)) * pysr_coefficient_4 * x2 * (x1 + x1) * x2),"{""pysr_coefficient_1"": -0.6510108939071999, ""pysr_coefficient_2"": -0.26863108611960657, ""pysr_coefficient_3"": -1.0476822883281605, ""pysr_coefficient_4"": -0.022583007497379407}",17,0.00133145422371629,True
XFER-CYCLIC-01,cyclic_damage,1090645961,evidence_guided_predictive_disagreement,portfolio_b875c686321a84d9,pysr,M_base(x) + (tanh((((pysr_coefficient_1 * (x1 + sin(x2))) + x1) * pysr_coefficient_2)) * pysr_coefficient_3 * x2 * x2 * (x1 + x1)),"{""pysr_coefficient_1"": 0.37880264852199663, ""pysr_coefficient_2"": -0.5667571453887509, ""pysr_coefficient_3"": -0.02252039067751086}",18,0.0012916600948574923,False
XFER-THERMAL-01,thermal_damage,1090645961,no_acquisition,portfolio_8c893d74095a35d3,pysr,M_base(x) + (x1 * (sin((x2 * (pysr_coefficient_1 ^ -1))) + pysr_coefficient_2) * pysr_coefficient_3 * x1),"{""pysr_coefficient_1"": 0.9708646082025554, ""pysr_coefficient_2"": -1.859839127827817, ""pysr_coefficient_3"": 0.14397237762250117}",12,0.00687063186733314,True
XFER-THERMAL-01,thermal_damage,1090645961,conditional_space_filling,portfolio_8c893d74095a35d3,pysr,M_base(x) + (x1 * (sin((x2 * (pysr_coefficient_1 ^ -1))) + pysr_coefficient_2) * pysr_coefficient_3 * x1),"{""pysr_coefficient_1"": 0.9708646082025554, ""pysr_coefficient_2"": -1.859839127827817, ""pysr_coefficient_3"": 0.14397237762250117}",12,0.00687063186733314,True
XFER-THERMAL-01,thermal_damage,1090645961,evidence_guided_predictive_disagreement,portfolio_8c893d74095a35d3,pysr,M_base(x) + (x1 * (sin((x2 * (pysr_coefficient_1 ^ -1))) + pysr_coefficient_2) * pysr_coefficient_3 * x1),"{""pysr_coefficient_1"": 0.9708646082025554, ""pysr_coefficient_2"": -1.859839127827817, ""pysr_coefficient_3"": 0.14397237762250117}",12,0.00687063186733314,True
XFER-CREEP-01,creep,2164999260,no_acquisition,portfolio_6357bd811dd86672,fit_feedback_llm,M_base(x) + (p0 * x2 * tanh((p1 * (x1 ^ p2)))),"{""p0"": -0.2193163714483744, ""p1"": -1.5399252204067284, ""p2"": 0.8289344621196726}",9,0.0023535901928817037,True
XFER-CREEP-01,creep,2164999260,no_acquisition,portfolio_5cdb20b83456c0c1,fit_feedback_llm,M_base(x) + (c2 * (x2 ^ m2) * (1 - exp(-((k2 * x1))))),"{""c2"": 0.2194523353107375, ""k2"": 2.4127256615348536, ""m2"": 0.9995980700566143}",12,0.002002375166243906,False
XFER-CREEP-01,creep,2164999260,conditional_space_filling,portfolio_6357bd811dd86672,fit_feedback_llm,M_base(x) + (p0 * x2 * tanh((p1 * (x1 ^ p2)))),"{""p0"": -0.2193163714483744, ""p1"": -1.5399252204067284, ""p2"": 0.8289344621196726}",9,0.0023535901928817037,True
XFER-CREEP-01,creep,2164999260,conditional_space_filling,portfolio_5cdb20b83456c0c1,fit_feedback_llm,M_base(x) + (c2 * (x2 ^ m2) * (1 - exp(-((k2 * x1))))),"{""c2"": 0.2194523353107375, ""k2"": 2.4127256615348536, ""m2"": 0.9995980700566143}",12,0.002002375166243906,False
XFER-CREEP-01,creep,2164999260,evidence_guided_predictive_disagreement,portfolio_6357bd811dd86672,fit_feedback_llm,M_base(x) + (p0 * x2 * tanh((p1 * (x1 ^ p2)))),"{""p0"": -0.2193163714483744, ""p1"": -1.5399252204067284, ""p2"": 0.8289344621196726}",9,0.0023535901928817037,True
XFER-CREEP-01,creep,2164999260,evidence_guided_predictive_disagreement,portfolio_5cdb20b83456c0c1,fit_feedback_llm,M_base(x) + (c2 * (x2 ^ m2) * (1 - exp(-((k2 * x1))))),"{""c2"": 0.2194523353107375, ""k2"": 2.4127256615348536, ""m2"": 0.9995980700566143}",12,0.002002375166243906,False
XFER-PERM-01,permeability,2164999260,no_acquisition,portfolio_ed7508e8a47eec24,pysr,M_base(x) + (tanh(x1) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.28803852429549837}",4,0.005948658565881227,True
XFER-PERM-01,permeability,2164999260,no_acquisition,portfolio_5af9cf6f12b50eff,pysr,M_base(x) + (tanh(((x1 * pysr_coefficient_1) + pysr_coefficient_2)) * pysr_coefficient_3),"{""pysr_coefficient_1"": -0.9011597234439982, ""pysr_coefficient_2"": -0.02435013866467342, ""pysr_coefficient_3"": 0.2963333690664618}",8,0.005881709442093742,False
XFER-PERM-01,permeability,2164999260,conditional_space_filling,portfolio_ed7508e8a47eec24,pysr,M_base(x) + (tanh(x1) * pysr_coefficient_1),"{""pysr_coefficient_1"": -0.28803852429549837}",4,0.005948658565881227,True
